,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
21,21,BTC,2013-05-20 23:59:59,123.62100219726562,120.12000274658205,122.5,122.0,122.0,0.0040983606557376,0.0132869032562756,-0.0154098135526061,0.0,8.199144524656532e-05,-0.0012081959208504,-0.0301590153428374,-0.0434743162061347,-0.057868031986424,-0.0668315515153954,-0.0663524617828448
22,22,BTC,2013-05-21 23:59:59,123.0,121.20999908447266,122.0199966430664,122.87999725341795,122.87999725341795,-0.0069987030401534,0.0009765848735703,-0.0135904801942762,0.0,0.0072130922411306,-0.0016552582753134,-0.0308894621282942,-0.0445843994648743,-0.0622184029717385,-0.0668315515153954,-0.0663524617828448
23,23,BTC,2013-05-22 23:59:59,124.0009994506836,122.0,122.88999938964844,123.88899993896484,123.88899993896484,-0.0080636743359666,0.000904031122811,-0.015247519472233,0.0,0.0082112850594062,-0.0083752448443283,-0.0316073236127817,-0.0456989744275994,-0.0623174763934257,-0.0668315515153954,-0.0663524617828448
24,24,BTC,2013-05-23 23:59:59,126.93399810791016,123.0999984741211,123.8000030517578,126.6999969482422,126.6999969482422,-0.0228886658747834,0.0018468915967184,-0.0284135640160412,0.0,0.0226896416200166,-0.0253212203996647,-0.0462099250536919,-0.059960519036494,-0.0716965052073178,-0.0668315515153954,-0.0663524617828448
25,25,BTC,2013-05-24 23:59:59,133.85000610351562,125.71900177001952,126.3000030517578,133.1999969482422,133.1999969482422,-0.0518017571664475,0.0048799487249688,-0.0561636287509044,0.0,0.0513022901070414,-0.0560525443057623,-0.0764624467102245,-0.0955580426822249,-0.1092263324090615,-0.1157744563053911,-0.0663524617828448
26,26,BTC,2013-05-25 23:59:59,133.218994140625,128.89999389648438,133.10000610351562,131.97999572753906,131.97999572753906,0.0084862131552778,0.0093877743081893,-0.0233368838518003,0.0,-0.0091591685334435,-0.0322033527947066,-0.0544688379283702,-0.0797317537630466,-0.0949041273303096,-0.1097284182873783,-0.0663524617828448
27,27,BTC,2013-05-26 23:59:59,136.0,130.61500549316406,131.98599243164062,133.47999572753906,133.47999572753906,-0.0111927130934886,0.0188792654564118,-0.0214638172466161,0.0,0.0113653587555542,-0.027196574660098,-0.0540665108550831,-0.080964915339134,-0.0971414976088123,-0.114791405099257,-0.0663524617828448
28,28,BTC,2013-05-27 23:59:59,135.46499633789062,124.6999969482422,133.5,129.7449951171875,129.7449951171875,0.0289414237475666,0.044086488388525,-0.038883952050625,0.0,-0.0279817255761342,0.0098346836069476,-0.0216485996419132,-0.0469320320465355,-0.0641195932996572,-0.0817446237596095,-0.0663524617828448
29,29,BTC,2013-05-28 23:59:59,130.5800018310547,125.5999984741211,129.77000427246094,129.0,129.0,0.0059690253679143,0.0122480762097263,-0.0263566009758055,0.0,-0.0057419950304411,0.0192325325899345,-0.0117333523062772,-0.0357328271989059,-0.0527325681937757,-0.0667516332818556,-0.0663524617828448
30,30,BTC,2013-05-29 23:59:59,132.58999633789062,127.66200256347656,129.0,132.3000030517578,132.3000030517578,-0.0249433331491821,0.0021919371084169,-0.0350566922244649,0.0,0.0255814190058745,-0.0075510589864635,-0.0285911178625517,-0.0493036337100281,-0.0689418283765721,-0.0840435628614231,-0.0927246410676554
31,31,BTC,2013-05-30 23:59:59,132.25,127.0,132.25,128.7989959716797,128.7989959716797,0.0267937184004067,0.0267937184004067,-0.013967468908494,0.0,-0.0264626379389308,0.0144861533110347,0.0030924285843416,-0.0159157360766512,-0.0391311052958244,-0.0551432625464534,-0.0707031651532349
32,32,BTC,2013-05-31 23:59:59,129.89999389648438,126.4000015258789,128.7989959716797,129.0,129.0,-0.001558170762173,0.0069766968719719,-0.0201550269311712,0.0,0.0015606024472776,0.0059596808381783,0.0062736274660095,-0.0121571188441234,-0.0352961311044619,-0.0514372170618337,-0.0690478085855488
33,33,BTC,2013-06-01 23:59:59,129.77999877929688,127.1989974975586,128.81500244140625,129.3000030517578,129.3000030517578,-0.0037509713759049,0.0037122638531332,-0.0162490758283911,0.0,0.0023256050523861,0.0029373345268153,0.0081237059384773,-0.0112085932274029,-0.0320046690949343,-0.0481315064484019,-0.0649974480177441
34,34,BTC,2013-06-02 23:59:59,129.39999389648438,115.0500030517578,129.3000030517578,122.29199981689452,122.29199981689452,0.057305492144672,0.0581231322591218,-0.0592188922904198,0.0,-0.0541995597019285,0.0494406876212369,0.0622902457705403,0.0447971414246848,0.0252297717825822,0.0092699377137408,-0.0047272130024034
35,35,BTC,2013-06-03 23:59:59,122.5,116.0,122.5,122.22200012207033,122.22200012207033,0.0022745485890593,0.0022745485890593,-0.0509073662340335,0.0,-0.000572397989476,0.0335504219069777,0.0539166330938016,0.0455220706369745,0.0302032280886961,0.0129740880738071,-0.0015057351858147
36,36,BTC,2013-06-04 23:59:59,123.83999633789062,119.0999984741211,120.73699951171876,121.41999816894533,121.41999816894533,-0.0056250919743568,0.0199308038662469,-0.0191072288734196,0.0,-0.0065618460860074,0.0282227154889278,0.0521808683032769,0.0521094859393225,0.0399728283715457,0.0210551888868961,0.006602161774919
37,37,BTC,2013-06-05 23:59:59,123.46900177001952,119.89900207519533,121.4000015258789,121.6500015258789,121.6500015258789,-0.0020550760120361,0.0149527350704854,-0.0143937478727534,0.0,0.0018942790347729,0.0141948129023501,0.0404668976160353,0.0494462025465305,0.0391943880018379,0.0212313836347388,0.0072609759014616
38,38,BTC,2013-06-06 23:59:59,123.0999984741211,117.25,121.9000015258789,118.0,118.0,0.0330508603888042,0.0432203260518737,-0.0063559322033898,0.0,-0.0300041223189169,0.0264135587013374,0.0626974590754105,0.0785807808913754,0.0692139738697117,0.0538372828596729,0.0402539484918453
39,39,BTC,2013-06-07 23:59:59,119.0,106.41999816894533,118.97000122070312,111.5,111.5,0.0669955266430772,0.0672645739910313,-0.0455605545386069,0.0,-0.0550847457627118,0.0668914794921875,0.1089533647614209,0.1323694978950624,0.1261645637820121,0.1129470784140274,0.1002789165228827
40,40,BTC,2013-06-08 23:59:59,111.41500091552734,107.3000030517578,111.0,108.3000030517578,108.3000030517578,0.0249307190411789,0.0287626756786041,-0.009233610081452,0.0,-0.0286995241994817,0.0727054226747854,0.1195595268169336,0.1505004239256868,0.1531195346449883,0.1446500080520756,0.1314444066066564
41,41,BTC,2013-06-09 23:59:59,108.98999786376952,88.5,107.89199829101562,100.0,100.0,0.0789199829101563,0.0898999786376952,-0.1149999999999999,0.0,-0.0766389918547938,0.1189000091552734,0.1836840057373046,0.2246719970703126,0.2378284912109374,0.2339679931640623,0.2196209945678711
42,42,BTC,2013-06-10 23:59:59,110.10099792480467,95.0019989013672,100.43699645996094,106.3499984741211,106.3499984741211,-0.0555994555618071,0.0352703291443519,-0.1067042758398842,0.0,0.0634999847412109,0.0233192465128071,0.09171040984448,0.1345419365739883,0.1561481048074369,0.1556220115962494,0.1440119223728644
43,43,BTC,2013-06-11 23:59:59,109.5999984741211,104.0,106.3499984741211,108.9000015258789,108.9000015258789,-0.0234160056568211,0.006427887405271,-0.0449954220130518,0.0,0.0239774620436719,-0.0173553800646936,0.0474141292041099,0.0952145575104195,0.1221937332336351,0.1233773878901123,0.1153565768077198
44,44,BTC,2013-06-12 23:59:59,111.78700256347656,106.73400115966795,109.0,108.1500015258789,108.1500015258789,0.0078594402415954,0.0336292277973511,-0.0130929296923969,0.0,-0.0068870522450982,-0.0167360202017052,0.0416014687942247,0.0899571467649757,0.1213998870017198,0.125491239529335,0.120061622556445
45,45,BTC,2013-06-13 23:59:59,110.3000030517578,100.52999877929688,108.7760009765625,104.0,104.0,0.045923086313101,0.060576952420748,-0.0333653963529146,0.0,-0.0383726441731566,0.0142307721651517,0.0656442348773662,0.1153096174582457,0.1521096119513878,0.1634834553645208,0.1623525595053647
46,46,BTC,2013-06-14 23:59:59,104.6999969482422,98.0,103.9489974975586,99.97889709472656,99.97889709472656,0.0397093838619813,0.0472209635303593,-0.0197931478765126,0.0,-0.0386644510122445,0.0549804287617459,0.0870583040824197,0.1409493763713869,0.1824429769343718,0.2014678970491972,0.2043537808144429
47,47,BTC,2013-06-15 23:59:59,103.6999969482422,98.0,100.0,99.98809814453124,99.98809814453124,0.0001190327217901,0.0371234064112857,-0.0198833479326456,0.0,9.202991903323188e-05,0.0421580327248423,0.0652937895440437,0.1215008144076394,0.1655862247093618,0.1921994866332359,0.1979849082786751
48,48,BTC,2013-06-16 23:59:59,101.5999984741211,98.94660186767578,99.8000030517578,99.51000213623048,99.51000213623048,0.0029142891096545,0.0210028770276717,-0.0056617451156658,0.0,-0.004781529173699,0.0282926096231879,0.0518309511441981,0.1069312739872101,0.1559943494486493,0.1881277944640695,0.1958670497592252
49,49,BTC,2013-06-17 23:59:59,102.20999908447266,99.0,99.9000015258789,101.6999969482422,101.6999969482422,-0.0176990705641747,0.0050147704182332,-0.0265486433555774,0.0,0.0220077858004021,-0.0065348879394198,0.0195447689433669,0.0695962292235274,0.1176794831996523,0.1527099595184462,0.162970856312165
50,50,BTC,2013-06-18 23:59:59,111.11100006103516,101.03299713134766,101.9499969482422,107.4000015258789,107.4000015258789,-0.0507449208585297,0.0345530584956468,-0.0592830940788866,0.0,0.0560472443331301,-0.0529292576833648,-0.0354031818836975,0.0036294085355779,0.046769072225147,0.0819236303301247,0.096720648539254
51,51,BTC,2013-06-19 23:59:59,110.2249984741211,105.75499725341795,107.0500030517578,108.25,108.25,-0.0110854221546623,0.018244789599271,-0.0230485242178479,0.0,0.0079143246000445,-0.045084344101833,-0.0353561225168699,-0.0123621235084679,0.0290582000520984,0.0646595817019703,0.0838749745334452
52,52,BTC,2013-06-20 23:59:59,114.3000030517578,107.5,108.2509994506836,110.1500015258789,110.1500015258789,-0.017240145700308,0.0376759098355878,-0.0240581161068463,0.0,0.0175519771443779,-0.0431048663900136,-0.048545632401993,-0.0363583114558225,0.002751236512543,0.0378229538590988,0.0613266562221652
53,53,BTC,2013-06-21 23:59:59,114.98999786376952,107.68499755859376,111.29000091552734,109.5,109.5,0.0163470403244505,0.0501369667924156,-0.0165753647617007,0.0,-0.0059010578018575,-0.0191780821917807,-0.0423497726928152,-0.0358130886130136,-0.0003374421977561,0.0365881291916381,0.0632465705116771
54,54,BTC,2013-06-22 23:59:59,109.95600128173828,107.51399993896484,109.5,108.3000030517578,108.3000030517578,0.0110803039190008,0.0152908419512145,-0.0072576462663377,0.0,-0.0109588762396549,0.0038780993269649,-0.0316002115659925,-0.0270994395389166,0.0042792906396278,0.0404284126816174,0.0693643866824074
55,55,BTC,2013-06-23 23:59:59,108.8000030517578,106.23400115966795,108.1999969482422,107.5999984741211,107.5999984741211,0.0055761940764842,0.0111524590581226,-0.0126951425076615,0.0,-0.006463569325129,0.0107806891513058,-0.0219544481178829,-0.0212038272428051,0.0040181383894191,0.0380148854027344,0.0683906569601291
56,56,BTC,2013-06-24 23:59:59,108.33399963378906,100.9800033569336,107.9000015258789,102.73699951171876,102.73699951171876,0.0502545532641454,0.0544789136209089,-0.0171018830911521,0.0,-0.0451951582840581,0.0478931740693411,0.0270254205720741,0.0269030031116519,0.0424501468296614,0.0770016717728809,0.1094743574358148
57,57,BTC,2013-06-25 23:59:59,106.47000122070312,101.01000213623048,102.08999633789062,103.9499969482422,103.9499969482422,-0.017893224290114,0.0242424660552482,-0.0282827792046552,0.0,0.0118068217126106,0.0237364379159559,0.0188523628811705,0.0133808207804895,0.0217720357397692,0.0547948371713211,0.0870585526016736
58,58,BTC,2013-06-26 23:59:59,105.48899841308594,102.79199981689452,103.3290023803711,104.0,104.0,-0.0064519001887395,0.0143172924335186,-0.0116153863760142,0.0,0.0004810298530619,0.0126673038189226,0.0226798057556152,0.0097525621071841,0.0145499999706562,0.0445569229125977,0.0782842953999838
59,59,BTC,2013-06-27 23:59:59,104.0,101.0999984741211,104.0,101.43699645996094,101.43699645996094,0.0252669502201865,0.0252669502201865,-0.003322239395888,0.0,-0.0246442648080679,0.0247227531016016,0.0482605307790953,0.0308539925012505,0.035224360782367,0.0627258654211371,0.0964717392912164
60,60,BTC,2013-06-28 23:59:59,101.73699951171876,92.33300018310548,101.73699951171876,94.64920043945312,94.64920043945312,0.0748849334105012,0.0748849334105012,-0.0244714191519167,0.0,-0.0669163742756034,0.0708451651074573,0.1099652099894727,0.098195712886222,0.1022545272959714,0.1272869434283476,0.1618457701978473
61,61,BTC,2013-06-29 23:59:59,99.98999786376952,93.0,94.66000366210938,94.99400329589844,94.99400329589844,-0.0035160075604844,0.0525927363257758,-0.0209908333864747,0.0,0.0036429558289388,0.05065620950644,0.0919817711817809,0.0907111638902216,0.0956187363736436,0.1120677558703062,0.1457664306973529
62,62,BTC,2013-06-30 23:59:59,98.12229919433594,94.22229766845705,94.9990005493164,96.61399841308594,96.61399841308594,-0.0167159820553579,0.0156116174262974,-0.0247552195739054,0.0,0.0170536566623196,0.017852913003548,0.0596613466062405,0.0700942059485387,0.0722091162003222,0.0830555577929763,0.115380881422747
63,63,BTC,2013-07-01 23:59:59,97.66490173339844,86.29720306396484,97.51000213623048,88.05000305175781,88.05000305175781,0.1074389410175473,0.1091981640930639,-0.019906870267371,0.0,-0.0886413511705791,0.0806227942559023,0.1383658885926475,0.1654977446857797,0.1646553818639637,0.1747907379760138,0.2082498923393256
64,64,BTC,2013-07-02 23:59:59,92.3000030517578,87.51000213623047,88.05000305175781,90.13400268554688,90.13400268554688,-0.0231211260090109,0.0240308906924671,-0.0291122159355424,0.0,0.023668365264724,0.030557157227449,0.0918911509048043,0.1299954585124845,0.1277332300438358,0.1381463722329119,0.1684211322275983
65,65,BTC,2013-07-03 23:59:59,90.981201171875,76.97920227050781,90.40499877929688,77.52999877929688,77.52999877929688,0.1660647517440443,0.173496744542321,-0.0071043017859061,0.0,-0.1398362829865878,0.1539327054524242,0.2306142326932894,0.2880134367091871,0.2939973107687728,0.3072989758327387,0.3391557039426183
66,66,BTC,2013-07-04 23:59:59,83.1050033569336,72.0,78.88999938964844,80.52580261230469,80.52580261230469,-0.0203140256860512,0.0320294944099668,-0.1058766548823185,0.0,0.0386405762953241,0.0750685904392347,0.1572489468650773,0.217142793618779,0.2337778945032715,0.2489899739243584,0.2724070660106037
67,67,BTC,2013-07-05 23:59:59,80.0,65.5260009765625,79.98999786376953,68.43099975585938,68.43099975585938,0.1689146461274726,0.1690608099460073,-0.0424515028227121,0.0,-0.1501978553964412,0.1827119531455212,0.3098814991613698,0.3916227134634678,0.428783747564494,0.4475772750604612,0.4713745798487032
68,68,BTC,2013-07-06 23:59:59,75.0,66.81999969482422,68.50499725341797,70.27729797363281,70.27729797363281,-0.0252186804461348,0.0672009619399296,-0.0491950939847706,0.0,0.0269804361234009,0.1010614037887458,0.2274835947597895,0.3178549749914581,0.3704491756180883,0.3875640473648589,0.4100837630008485
69,69,BTC,2013-07-07 23:59:59,74.56109619140625,66.62000274658203,68.7490005493164,74.56109619140625,74.56109619140625,-0.0779507804870461,0.0,-0.1065045157656827,0.0,0.0609556477168582,-0.0039706649181531,0.1209148549167533,0.2119728775737572,0.2735129294643375,0.2898240599078756,0.3125555415030505
70,70,BTC,2013-07-08 23:59:59,80.0,72.5999984741211,76.5,76.51599884033203,76.51599884033203,-0.0002090914393657,0.0455329762725587,-0.0511788439746119,0.0,0.0262188024155027,-0.0320685843851469,0.0685780934589876,0.1539254665961384,0.2207946222519357,0.2425027078687478,0.2651747954245835
71,71,BTC,2013-07-09 23:59:59,78.30000305175781,72.5199966430664,76.0,76.69400024414062,76.69400024414062,-0.0090489509209509,0.0209403969346335,-0.0544241216755819,0.0,0.0023263292188087,-0.0443075290407219,0.0422369364002914,0.1286092710927646,0.1973885782510827,0.2274746340091098,0.2521089813454171
72,72,BTC,2013-07-10 23:59:59,87.0,76.19999694824219,76.72000122070312,86.76000213623047,86.76000213623047,-0.1157215383623728,0.0027662270384996,-0.1217151328720228,0.0,0.1312488833552385,-0.1129359476466669,-0.09004243564809,-0.0155422089031233,0.0449863728781185,0.0789628139133913,0.0993112528202422
73,73,BTC,2013-07-11 23:59:59,90.27999877929688,85.07990264892578,88.0,88.9800033569336,88.9800033569336,-0.0110137482575991,0.0146099727277879,-0.0438312043253469,0.0,0.0255878419322452,-0.0930297020772136,-0.1117001879567893,-0.0513573413741785,0.0073838697388539,0.0473096490572964,0.06442170297717
74,74,BTC,2013-07-12 23:59:59,104.0,88.16600036621094,88.97899627685547,93.59490203857422,93.59490203857422,-0.0493179186171524,0.1111716315183215,-0.0580042454676197,0.0,0.0518644471514397,-0.0970770898567463,-0.1518019842560173,-0.1037180569971268,-0.0501430833937427,-0.0077941183782969,0.0067543708989261
75,75,BTC,2013-07-13 23:59:59,98.25,88.06220245361328,93.98989868164062,98.13390350341795,98.13390350341795,-0.0422280646528342,0.0011830416648819,-0.1026322268883748,0.0,0.0484962467611005,-0.094782138644211,-0.1700381034731138,-0.1428066021141746,-0.0989000013760816,-0.0574636790193464,-0.0418037312860966
76,76,BTC,2013-07-14 23:59:59,98.6999969482422,92.86000061035156,98.6999969482422,94.69129943847656,94.69129943847656,0.0423343805981899,0.0423343805981899,-0.0193396736446186,0.0,-0.0350806799896785,-0.02385939740132,-0.1249042854065036,-0.1118555301971035,-0.0703879254986835,-0.0289242951105025,-0.0088288208878445
77,77,BTC,2013-07-15 23:59:59,101.9000015258789,93.11000061035156,93.6050033569336,98.40019989013672,98.40019989013672,-0.0487315730918934,0.0355670175431523,-0.0537620785902024,0.0,0.0391683340882857,-0.0369931996956621,-0.1274319517928691,-0.1441213114685461,-0.1082468780216586,-0.0703024141634769,-0.0467259509735379
78,78,BTC,2013-07-16 23:59:59,99.86229705810548,96.1416015625,98.89029693603516,97.45079803466795,97.45079803466795,0.0147715455429631,0.0247458109330171,-0.0134344356184975,0.0,-0.0096483732403874,-0.0102264678556941,-0.091046742009028,-0.1293518841318582,-0.1029193488394449,-0.0661907132591682,-0.0381431581071354
79,79,BTC,2013-07-17 23:59:59,99.97000122070312,96.18000030517578,96.70999908447266,98.5,98.5,-0.0181725981271811,0.0149238702609453,-0.0235532963941544,0.0,0.0107664789462142,-0.010809744433098,-0.0764252715909541,-0.1329635852484533,-0.1139657306187044,-0.0801171565176871,-0.0494715708363077
80,80,BTC,2013-07-18 23:59:59,98.8000030517578,86.19999694824219,98.5,90.58000183105467,90.58000183105467,0.0874364982208468,0.0907485212468273,-0.0483550981924448,0.0,-0.0804060727811709,0.0590026264051168,0.0198554778091426,-0.0475481859959536,-0.0387401871989575,-0.0072018282245813,0.0274495665137251
81,81,BTC,2013-07-19 23:59:59,95.20010375976562,87.80000305175781,90.06890106201172,92.16999816894533,92.16999816894533,-0.022795889646025,0.0328751833678697,-0.0474123381143766,0.0,0.0175535030442617,0.0352631168556396,0.0190529750003847,-0.0555563796291438,-0.0568545397174683,-0.0289141592526257,0.0039100075220626
82,82,BTC,2013-07-20 23:59:59,93.0999984741211,89.27110290527344,92.0,89.39009857177734,89.39009857177734,0.029196761944803,0.0415023583329514,-0.001331195159253,0.0,-0.0301605690831465,0.0472992067025936,0.0536862805645934,-0.0105543966524584,-0.0315647735222833,-0.0052300461766054,0.0273888076789001
83,83,BTC,2013-07-21 23:59:59,91.9499969482422,88.0,89.82140350341797,90.7573013305664,90.7573013305664,-0.0103120940511398,0.0131415941217956,-0.0303810414164195,0.0,0.015294789698562,0.016771969060187,0.0397714442505094,-0.0104159967840591,-0.0446621484109311,-0.0260521744715188,0.0050280124065691
84,84,BTC,2013-07-22 23:59:59,91.9980010986328,90.07540130615234,91.9980010986328,91.61000061035156,91.61000061035156,0.0042353507880819,0.0042353507880819,-0.0167514386417961,0.0,0.0093953794051164,-0.0077340956565001,0.0279266402198758,-0.0072201004938078,-0.052748776473649,-0.0394084067082706,-0.0103995617407978
85,85,BTC,2013-07-23 23:59:59,96.81929779052734,91.5999984741211,91.5999984741211,95.55850219726562,95.55850219726562,-0.0414249243355951,0.0131939656259889,-0.0414249243355951,0.0,0.0431012068617746,-0.0383149791729274,-0.0172426539978621,-0.0349569603641046,-0.0824562093354722,-0.0787196691684276,-0.055490495682091
86,86,BTC,2013-07-24 23:59:59,95.98999786376952,93.0,95.55850219726562,94.51000213623048,94.51000213623048,0.0110940645152435,0.0156596729878992,-0.0159771675177184,0.0,-0.0109723367039665,-0.0226941182786195,-0.0065317092919018,-0.011683432740416,-0.0648786550114773,-0.0687037722757772,-0.0479136782988494
87,87,BTC,2013-07-25 23:59:59,97.33000183105467,93.8656997680664,94.50499725341795,96.9000015258789,96.9000015258789,-0.0247162459726207,0.0044375675789944,-0.0313137431375801,0.0,0.0252883222476643,-0.0312986575651429,-0.0325833956190583,-0.0290835979279225,-0.0732531580299533,-0.0915557563465893,-0.0738216817626058
88,88,BTC,2013-07-26 23:59:59,97.46910095214844,96.0,96.9499969482422,96.02020263671876,96.02020263671876,0.0096833196139067,0.0150895152857717,-0.000210399855072,0.0,-0.0090794517575436,-0.0114607216524335,-0.0252091921217652,-0.0152994384040123,-0.0513567652134669,-0.0799117877949016,-0.0681056199856556
